folder,make,code,category,fuel,displacement,images_saved,caption,post_url
MR20_2.0L,,MR20,Engine,Petrol,2.0L,3,NISAN MR20 2.0L V4 GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02fyAE8jSDGQa7sunWdhQ2PQKfz2B2Lnwd21p9TnXMMWhSzP6qPnbdorWw47GT8wS8l
Hyundai_D4AE-TURBO_3.3L,Hyundai,D4AE-TURBO,Engine,Diesel,3.3L,3,HYUNDAI –D4AE-TURBO 3.3 L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0fx4vLh9XaBkjEBnp9feLHA3qGpfyYi3XHqDMHNDKTDJUdEDe6XpxpXCTARMTVVX1l
Nissan_ZD30_3.0L__2,Nissan,ZD30,Engine,Diesel,3.0L,4,NISSAN ZD30(3.0L) TURBO & NON TURBO V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02swQdBreR4xsABsNw9UUUyX8N62joQLnhCAQBetfAsjEECag7PVt2ecLUpEMVAutQl
8L_2.8L,,8L,Engine,Petrol,2.8L,3,MERCEDES BENZ/ SSANG YONG MUSSO (662920) 2.8L  GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02pN8LdCAB2NUT1FWZTy5dPM2knsUePkTKZ3c13BMoHEpTbBFKzdhAeS8vpiUBRHadl
Isuzu_4JA1-T_2.5L,Isuzu,4JA1-T,Engine,Diesel,2.5L,3,ISUZU  4JA1-T 2.5L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0u9XFrRizMTjimnEzsQ2dHiov7AjknJnLAmkfwSDChU9q7JqpJfmWEjDhr3sgJPi9l
Toyota_3B_3.4L,Toyota,3B,Engine,Diesel,3.4L,4,TOYOTA 3B 3.4L V4 DIESEL ENGINE -,https://www.facebook.com/jdmmiamimotors/posts/pfbid0MLCWbwy7h9SC7nHZV1KhodSnm28UoRPBS65KcBive6MXdGzjEAzAiPBodrARL8ucl
Mazda_WE_3.0L__2,Mazda,WE,Engine,Diesel,3.0L,5,MAZDA WE 3.0L V4 DIESEL ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02jTXT33KVhK21WFg9GSszh16M4i4yemNcMyAZ6Hgtmft1AEksApTTGsvakQwN7MeEl
Toyota_HalfCut,Toyota,,Half Cut,,,4,"TOYOTA LANDCRUISER COMPLETE CAR, HALFCUTS & USED ENGINES",https://www.facebook.com/jdmmiamimotors/posts/pfbid02KnKR5vvSDNAdBVfuPyB8jr22xkniDPtptrhy35HKW4qyC12G6eMd5RSzgn1aTUXql
Toyota_13B_3.4L,Toyota,13B,Engine,Diesel,3.4L,3,TOYOTA 13B 3.4L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02ZgWNx2NjSQWvGxByqUbS9YDW4M9ru32NAoN5MfKNzdjhKypSQhSZEqY3BMeqW1Pzl
Mazda_0L_3.0L,Mazda,0L,Engine,Diesel,3.0L,4,MAZDA HA 3.0L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0NysEWFUb7B1VMxjYHzFGznT4votK3LwYCaNZ4vWBjDWgFeeXgvhkhx3fnXsyMdnfl
Nissan_KA20_2.0L,Nissan,KA20,Engine,Petrol,2.0L,4,NISSAN KA20 (2.0L) KA24 (2.4L) V4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02cR5bM4cPbFr4zscrgYouRgegWLZz2TULbiUs69SDkL1i7MPhSwN36ye2mrGdJxSTl
Mitsubishi_4DR7_2.8L,Mitsubishi,4DR7,Engine,Diesel,2.8L,5,MITSUBISHI 4DR7 2.8 L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0NqnXcVGNFJ8ZvrLjeZxh7eXstBQCqkTN81W1bs1Ptct6FaLBKiWDcN22CyMTWi8Kl
Ford_P5AT_3.2L__2,Ford,P5AT,Engine,Diesel,3.2L,5,FORD RANGER P5AT 3.2L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid08XgMUmtKsQUX3oyqxtB8tyFXpia8AVHdJhtm8pyfLFo7vPUXGhkiWRxFUxpX7vcGl
Toyota_1G_2.0L,Toyota,1G,Engine,Petrol,2.0L,4,TOYOTA/LEXUS  1G 2.0L GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02tAQPjyTbYgFJrU1CjA5eSAny2bPoR282CSSR7DM6Zs11xCFxsCLNayAas19fJFoYl
Nissan_YD22_2.2L,Nissan,YD22,Engine,Diesel,2.2L,3,NISSAN YD22  2.2L  DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0Ft9MLC8F9qk2EqsjRRzx2MGTasnfqMABtiNy7cA1suxs92HoDjd9EBsPBHAm4H8Ll
Toyota_5VZ_3.4L,Toyota,5VZ,Engine,,3.4L,5,TOYOTA 5VZ 3.4L GASOLILNE ENGINE .,https://www.facebook.com/jdmmiamimotors/posts/pfbid0aBLe3WtJ7sJmBSc54pdLdx4z5pNENgsFVEcctuBZCnnF4dvBC5xkwTjyWfVEEzJ9l
Mazda_RF6_2.0L__2,Mazda,RF6,Engine,Diesel,2.0L,4,MAZDA RF6 2.0L COMMON RAIL  DIESEL ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid01Lw6hPpMDJFwiPAJbZhSptjD4835ZREQSEGYnauQ9K35PEkycttdmC3NVAGjU2Q2l
Nissan_FD35_3.5L,Nissan,FD35,Engine,Diesel,3.5L,5,Nissan FD35 (3.5L) InLine-4 Non-Turbo and Turbo Charged Diesel Engine.,https://www.facebook.com/jdmmiamimotors/posts/pfbid031GZcSqq3DK22HY49boob5BWe9swTm7734sLvncFpcKBFr8yDW4xjoND6W5wHyJtVl
Isuzu_4HF1,Isuzu,4HF1,Engine,Diesel,,4,ISUZU NPR- 4HF1- 4.33L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02edBbNnv2ZxsEP9GRgqGLyXfYChThXfgjiYVABRwy6rKfsp34WpR4Hqj4pTfvbJYZl
Toyota_SO5D_4.8L,Toyota,SO5D,Engine,Diesel,4.8L,4,TOYOTA SO5D 4.8L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02n93L9e4Zh8B5mP1BrJwhVKjjXyx9AQwUA73KPzKzrZ6q8L61bPdsRgKsfjY2NdgZl
Suzuki_M16A_1.6L__3,Suzuki,M16A,Engine,Petrol,1.6L,5,SUZUKI M16A 1.6 L GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0VAjPqTB7a3mAPq3e3dPUhJSxB5XDZT2J4zvu9aqNL9eDzQmgsvPNpVRxzJAaGRfxl
Mazda_R2_2.2L,Mazda,R2,Engine,Diesel,2.2L,4,MAZDA R2 2.2L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0wdgMiiLPxuVA4WGk5rZuGTEpHCRXao23TFCxikqe4hg8AMr5u3yspTqGRusniWQzl
Nissan_HR16_1.6L,Nissan,HR16,Engine,Petrol,1.6L,4,NISSAN HR16 1.6L V4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0vDLP5uGKyLryxcEh9dRT9AX3jZv5C2Tj5Mt4cwR4bqNeyG4QLJQddnNunp9VUi3tl
Toyota_22R_2.4L__2,Toyota,22R,Engine,Petrol,2.4L,5,TOYOTA 22R 2.4L V4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02QG25xe3Q33xchfSqP7jyqqPTUNcDmtoMkADduq9osEmYSQWXozYKR9LR14Ls5M64l
HalfCut,,,Half Cut,,,4,“MERCEDES BENZ TRUCK HALF CUTS AND AUTO SPARE PARTS “,https://www.facebook.com/jdmmiamimotors/posts/pfbid02VsuKgdoz8h96yxQtFTnZH4EBEgac6DCRe61WHLMaEB2u4PAAxjTgEUyu924nTKLVl
Hyundai_G4KG_2.4L__2,Hyundai,G4KG,Engine,Petrol,2.4L,3,HYUNDAI G4KG 2.4L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid038592X5gmQsUYsYynTUYupj6ZsmcALXLa1bYvDd2z1NWzhrvqs1NLo6sBK8RUCuTSl
Nissan_YS23_2.3L,Nissan,YS23,Engine,Diesel,2.3L,4,NISSAN YS23 2.3 L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0V541vuvqHvQCmhat1WBUdwjWTScs76wZvWEZ7xfFeRbb21f2ZQiviM2iwLJxEmeFl
Hino_NO4C_4.0L,Hino,NO4C,Engine,Diesel,4.0L,4,HINO NO4C 4.0L V4 TURBO AND NON TURBO DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid07B3jrrUbSmrjr8W9x9sWvzXw2cHAYcRNustwQM4SCZCzurmYrNRgJkCQ6hGN6bVal
Hyundai_G4EE_1.4L,Hyundai,G4EE,Engine,Petrol,1.4L,4,HYUNDAI G4EE 1.4L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02j1rwWebZNGw3ix6AHX8uejidGuK7hZLKsD5XHSjxaaeQYodyFHfhYFveFP2cFHAHl
Mitsubishi_4G64_2.4L,Mitsubishi,4G64,Engine,Petrol,2.4L,5,MITSUBISHI 4G64 2.4L V4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02JZDqSkx41McrKmyVQqn5Pwr1ro8XSsvSht8uqUugCY5Pg39dAzpLtN4wEXSD2NKDl
